;index;Product;MesAno;data;FinancialPrice;Mes_nomial;Mes;Ano;Retorno_1;Retorno
677;677;JPEIGLSP Index;10-2021;2021-10-20;333,0;Oct;10;2021;;
665;665;JPEIGLSP Index;09-2021;2021-09-30;324,37;Sep;9;2021;1,0266055;0,026605487
653;653;JPEIGLSP Index;08-2021;2021-08-31;327,44;Aug;8;2021;0,9906242;-0,009375811
641;641;JPEIGLSP Index;07-2021;2021-07-30;331,83;Jul;7;2021;0,9867704;-0,013229609
629;629;JPEIGLSP Index;06-2021;2021-06-30;312,5;Jun;6;2021;1,0618559;0,061855912
617;617;JPEIGLSP Index;05-2021;2021-05-31;316,64;May;5;2021;0,9869252;-0,013074815
605;605;JPEIGLSP Index;04-2021;2021-04-30;324,19;Apr;4;2021;0,9767112;-0,023288786
593;593;JPEIGLSP Index;03-2021;2021-03-31;341,93;Mar;3;2021;0,9481181;-0,05188191
581;581;JPEIGLSP Index;02-2021;2021-02-26;328,72;Feb;2;2021;1,0401862;0,040186167
570;570;JPEIGLSP Index;01-2021;2021-01-29;332,49;Jan;1;2021;0,98866135;-0,011338651
699;699;JPEIGLSP Index;12-2020;2020-12-31;341,19;Dec;12;2020;0,97450095;-0,025499046
688;688;JPEIGLSP Index;11-2020;2020-11-30;389,79;Nov;11;2020;0,87531745;-0,124682546
676;676;JPEIGLSP Index;10-2020;2020-10-30;397,51;Oct;10;2020;0,9805791;-0,019420922
664;664;JPEIGLSP Index;09-2020;2020-09-30;408,98;Sep;9;2020;0,97195464;-0,028045356
652;652;JPEIGLSP Index;08-2020;2020-08-31;397,33;Aug;8;2020;1,0293208;0,029320836
640;640;JPEIGLSP Index;07-2020;2020-07-31;428,47;Jul;7;2020;0,92732275;-0,072677255
628;628;JPEIGLSP Index;06-2020;2020-06-30;457,68;Jun;6;2020;0,93617815;-0,06382185
616;616;JPEIGLSP Index;05-2020;2020-05-29;558,28;May;5;2020;0,81980366;-0,18019634
604;604;JPEIGLSP Index;04-2020;2020-04-30;598,78;Apr;4;2020;0,9323625;-0,0676375
592;592;JPEIGLSP Index;03-2020;2020-03-31;661,75;Mar;3;2020;0,9048433;-0,09515673
580;580;JPEIGLSP Index;02-2020;2020-02-28;353,58;Feb;2;2020;1,8715708;0,8715708
569;569;JPEIGLSP Index;01-2020;2020-01-31;302,21;Jan;1;2020;1,1699811;0,16998112
698;698;JPEIGLSP Index;12-2019;2019-12-31;320,45;Dec;12;2019;0,94308;-0,056919992
687;687;JPEIGLSP Index;11-2019;2019-11-29;329,85;Nov;11;2019;0,97150224;-0,028497756
675;675;JPEIGLSP Index;10-2019;2019-10-31;351,8;Oct;10;2019;0,93760663;-0,062393367
663;663;JPEIGLSP Index;09-2019;2019-09-30;361,0;Sep;9;2019;0,9745152;-0,0254848
651;651;JPEIGLSP Index;08-2019;2019-08-30;386,5;Aug;8;2019;0,93402326;-0,06597674
639;639;JPEIGLSP Index;07-2019;2019-07-31;359,97;Jul;7;2019;1,0737005;0,07370055
627;627;JPEIGLSP Index;06-2019;2019-06-28;398,31;Jun;6;2019;0,9037433;-0,09625667
615;615;JPEIGLSP Index;05-2019;2019-05-31;392,68;May;5;2019;1,0143374;0,01433742
603;603;JPEIGLSP Index;04-2019;2019-04-30;370,76;Apr;4;2019;1,0591217;0,059121728
591;591;JPEIGLSP Index;03-2019;2019-03-29;380,51;Mar;3;2019;0,9743765;-0,0256235
579;579;JPEIGLSP Index;02-2019;2019-02-28;380,6;Feb;2;2019;0,99976355;-0,00023645163
568;568;JPEIGLSP Index;01-2019;2019-01-31;440,61;Jan;1;2019;0,8638025;-0,1361975
697;697;JPEIGLSP Index;12-2018;2018-12-31;434,61;Dec;12;2018;1,0138055;0,013805509
686;686;JPEIGLSP Index;11-2018;2018-11-30;429,91;Nov;11;2018;1,0109324;0,0109324455
674;674;JPEIGLSP Index;10-2018;2018-10-31;395,37;Oct;10;2018;1,0873612;0,08736122
662;662;JPEIGLSP Index;09-2018;2018-09-28;406,88;Sep;9;2018;0,9717115;-0,028288484
650;650;JPEIGLSP Index;08-2018;2018-08-31;404,59;Aug;8;2018;1,00566;0,005660057
638;638;JPEIGLSP Index;07-2018;2018-07-31;389,04;Jul;7;2018;1,0399702;0,03997016
626;626;JPEIGLSP Index;06-2018;2018-06-29;394,26;Jun;6;2018;0,98676;-0,01323998
614;614;JPEIGLSP Index;05-2018;2018-05-31;366,68;May;5;2018;1,0752155;0,07521546
602;602;JPEIGLSP Index;04-2018;2018-04-30;334,93;Apr;4;2018;1,094796;0,09479594
590;590;JPEIGLSP Index;03-2018;2018-03-30;329,42;Mar;3;2018;1,0167263;0,016726255
578;578;JPEIGLSP Index;02-2018;2018-02-28;322,07;Feb;2;2018;1,0228212;0,022821188
567;567;JPEIGLSP Index;01-2018;2018-01-31;310,98;Jan;1;2018;1,0356615;0,03566146
696;696;JPEIGLSP Index;12-2017;2017-12-29;317,27;Dec;12;2017;0,98017466;-0,01982534
685;685;JPEIGLSP Index;11-2017;2017-11-30;329,79;Nov;11;2017;0,9620364;-0,03796363
673;673;JPEIGLSP Index;10-2017;2017-10-31;309,62;Oct;10;2017;1,0651444;0,06514442
661;661;JPEIGLSP Index;09-2017;2017-09-29;321,71;Sep;9;2017;0,96241957;-0,03758043
649;649;JPEIGLSP Index;08-2017;2017-08-31;333,8;Aug;8;2017;0,9637807;-0,0362193
637;637;JPEIGLSP Index;07-2017;2017-07-31;334,1;Jul;7;2017;0,999102;-0,0008980036
625;625;JPEIGLSP Index;06-2017;2017-06-30;334,76;Jun;6;2017;0,99802846;-0,0019715428
613;613;JPEIGLSP Index;05-2017;2017-05-31;330,9;May;5;2017;1,0116652;0,011665225
601;601;JPEIGLSP Index;04-2017;2017-04-28;338,78;Apr;4;2017;0,97674006;-0,023259938
589;589;JPEIGLSP Index;03-2017;2017-03-31;338,53;Mar;3;2017;1,0007385;0,00073850155
577;577;JPEIGLSP Index;02-2017;2017-02-28;348,18;Feb;2;2017;0,9722845;-0,027715504
566;566;JPEIGLSP Index;01-2017;2017-01-31;365,38;Jan;1;2017;0,9529257;-0,047074318
695;695;JPEIGLSP Index;12-2016;2016-12-30;392,95;Dec;12;2016;0,92983836;-0,07016164
684;684;JPEIGLSP Index;11-2016;2016-11-30;406,94;Nov;11;2016;0,9656215;-0,03437853
672;672;JPEIGLSP Index;10-2016;2016-10-31;365,73;Oct;10;2016;1,1126788;0,112678766
660;660;JPEIGLSP Index;09-2016;2016-09-30;370,95;Sep;9;2016;0,985928;-0,014072001
648;648;JPEIGLSP Index;08-2016;2016-08-31;388,97;Aug;8;2016;0,9536725;-0,04632747
636;636;JPEIGLSP Index;07-2016;2016-07-29;404,15;Jul;7;2016;0,9624397;-0,037560284
624;624;JPEIGLSP Index;06-2016;2016-06-30;434,65;Jun;6;2016;0,9298286;-0,070171416
612;612;JPEIGLSP Index;05-2016;2016-05-31;426,05;May;5;2016;1,0201855;0,02018547
600;600;JPEIGLSP Index;04-2016;2016-04-29;446,03;Apr;4;2016;0,9552048;-0,044795215
588;588;JPEIGLSP Index;03-2016;2016-03-31;469,11;Mar;3;2016;0,9508005;-0,04919952
576;576;JPEIGLSP Index;02-2016;2016-02-29;538,38;Feb;2;2016;0,8713362;-0,12866378
565;565;JPEIGLSP Index;01-2016;2016-01-29;519,06;Jan;1;2016;1,0372212;0,037221193
694;694;JPEIGLSP Index;12-2015;2015-12-31;457,15;Dec;12;2015;1,135426;0,13542604
683;683;JPEIGLSP Index;11-2015;2015-11-30;420,82;Nov;11;2015;1,0863314;0,08633137
671;671;JPEIGLSP Index;10-2015;2015-10-30;469,6;Oct;10;2015;0,89612436;-0,10387564
659;659;JPEIGLSP Index;09-2015;2015-09-30;483,12;Sep;9;2015;0,97201526;-0,027984738
647;647;JPEIGLSP Index;08-2015;2015-08-31;473,79;Aug;8;2015;1,0196922;0,019692183
635;635;JPEIGLSP Index;07-2015;2015-07-31;418,51;Jul;7;2015;1,1320876;0,13208759
623;623;JPEIGLSP Index;06-2015;2015-06-30;400,88;Jun;6;2015;1,0439782;0,043978214
611;611;JPEIGLSP Index;05-2015;2015-05-29;381,12;May;5;2015;1,0518472;0,05184722
599;599;JPEIGLSP Index;04-2015;2015-04-30;407,54;Apr;4;2015;0,93517196;-0,06482804
587;587;JPEIGLSP Index;03-2015;2015-03-31;441,58;Mar;3;2015;0,9229132;-0,07708681
575;575;JPEIGLSP Index;02-2015;2015-02-27;448,79;Feb;2;2015;0,9839345;-0,016065478
564;564;JPEIGLSP Index;01-2015;2015-01-30;454,84;Jan;1;2015;0,9866986;-0,0133013725
693;693;JPEIGLSP Index;12-2014;2014-12-31;477,58;Dec;12;2014;0,95238495;-0,04761505
682;682;JPEIGLSP Index;11-2014;2014-11-28;358,35;Nov;11;2014;1,3327193;0,33271933
670;670;JPEIGLSP Index;10-2014;2014-10-31;372,15;Oct;10;2014;0,9629182;-0,037081778
658;658;JPEIGLSP Index;09-2014;2014-09-30;333,62;Sep;9;2014;1,1154907;0,115490675
646;646;JPEIGLSP Index;08-2014;2014-08-29;321,59;Aug;8;2014;1,0374079;0,037407875
634;634;JPEIGLSP Index;07-2014;2014-07-31;291,64;Jul;7;2014;1,102695;0,10269499
622;622;JPEIGLSP Index;06-2014;2014-06-30;289,32;Jun;6;2014;1,0080189;0,008018851
610;610;JPEIGLSP Index;05-2014;2014-05-30;317,29;May;5;2014;0,91184723;-0,088152766
598;598;JPEIGLSP Index;04-2014;2014-04-30;323,02;Apr;4;2014;0,98226124;-0,01773876
586;586;JPEIGLSP Index;03-2014;2014-03-31;357,97;Mar;3;2014;0,9023661;-0,0976339
574;574;JPEIGLSP Index;02-2014;2014-02-28;396,51;Feb;2;2014;0,90280193;-0,09719807
563;563;JPEIGLSP Index;01-2014;2014-01-31;389,86;Jan;1;2014;1,0170574;0,017057419
692;692;JPEIGLSP Index;12-2013;2013-12-31;361,48;Dec;12;2013;1,0785105;0,07851052
681;681;JPEIGLSP Index;11-2013;2013-11-29;360,97;Nov;11;2013;1,0014129;0,0014128685
669;669;JPEIGLSP Index;10-2013;2013-10-31;357,32;Oct;10;2013;1,0102149;0,010214925
657;657;JPEIGLSP Index;09-2013;2013-09-30;375,11;Sep;9;2013;0,95257396;-0,047426045
645;645;JPEIGLSP Index;08-2013;2013-08-30;377,67;Aug;8;2013;0,9932215;-0,0067784786
633;633;JPEIGLSP Index;07-2013;2013-07-31;356,28;Jul;7;2013;1,0600371;0,060037136
621;621;JPEIGLSP Index;06-2013;2013-06-28;395,32;Jun;6;2013;0,9012445;-0,09875548
609;609;JPEIGLSP Index;05-2013;2013-05-31;306,9;May;5;2013;1,2881069;0,28810692
597;597;JPEIGLSP Index;04-2013;2013-04-30;308,14;Apr;4;2013;0,9959758;-0,0040242076
585;585;JPEIGLSP Index;03-2013;2013-03-29;307,73;Mar;3;2013;1,0013324;0,0013324022
573;573;JPEIGLSP Index;02-2013;2013-02-28;290,45;Feb;2;2013;1,0594939;0,0594939
562;562;JPEIGLSP Index;01-2013;2013-01-31;270,74;Jan;1;2013;1,0728005;0,07280052
691;691;JPEIGLSP Index;12-2012;2012-12-31;284,58;Dec;12;2012;0,95136696;-0,04863304
680;680;JPEIGLSP Index;11-2012;2012-11-30;307,05;Nov;11;2012;0,92681974;-0,07318026
668;668;JPEIGLSP Index;10-2012;2012-10-31;303,79;Oct;10;2012;1,010731;0,010730982
656;656;JPEIGLSP Index;09-2012;2012-09-28;325,45;Sep;9;2012;0,933446;-0,06655401
644;644;JPEIGLSP Index;08-2012;2012-08-31;337,81;Aug;8;2012;0,96341145;-0,03658855
632;632;JPEIGLSP Index;07-2012;2012-07-31;377,75;Jul;7;2012;0,8942687;-0,10573131
620;620;JPEIGLSP Index;06-2012;2012-06-29;440,56;Jun;6;2012;0,8574315;-0,14256853
608;608;JPEIGLSP Index;05-2012;2012-05-31;428,98;May;5;2012;1,0269942;0,026994228
596;596;JPEIGLSP Index;04-2012;2012-04-30;367,42;Apr;4;2012;1,1675466;0,16754663
584;584;JPEIGLSP Index;03-2012;2012-03-30;357,78;Mar;3;2012;1,0269439;0,026943922
572;572;JPEIGLSP Index;02-2012;2012-02-29;401,6;Feb;2;2012;0,8908864;-0,109113574
561;561;JPEIGLSP Index;01-2012;2012-01-31;440,85;Jan;1;2012;0,91096747;-0,08903253
690;690;JPEIGLSP Index;12-2011;2011-12-30;432,73;Dec;12;2011;1,0187646;0,018764615
679;679;JPEIGLSP Index;11-2011;2011-11-30;442,46;Nov;11;2011;0,97800934;-0,021990657
667;667;JPEIGLSP Index;10-2011;2011-10-31;489,83;Oct;10;2011;0,903293;-0,09670699
655;655;JPEIGLSP Index;09-2011;2011-09-30;467,77;Sep;9;2011;1,0471599;0,04715991
643;643;JPEIGLSP Index;08-2011;2011-08-31;380,04;Aug;8;2011;1,230844;0,23084402
631;631;JPEIGLSP Index;07-2011;2011-07-29;316,03;Jul;7;2011;1,2025441;0,2025441
619;619;JPEIGLSP Index;06-2011;2011-06-30;331,13;Jun;6;2011;0,9543986;-0,045601428
607;607;JPEIGLSP Index;05-2011;2011-05-31;315,6;May;5;2011;1,0492078;0,049207807
595;595;JPEIGLSP Index;04-2011;2011-04-29;307,95;Apr;4;2011;1,0248417;0,024841666
583;583;JPEIGLSP Index;03-2011;2011-03-31;318,13;Mar;3;2011;0,96800053;-0,03199947
571;571;JPEIGLSP Index;02-2011;2011-02-28;303,7;Feb;2;2011;1,047514;0,04751396
560;560;JPEIGLSP Index;01-2011;2011-01-31;305,23;Jan;1;2011;0,99498737;-0,0050126314
689;689;JPEIGLSP Index;12-2010;2010-12-31;300,26;Dec;12;2010;1,0165523;0,016552329
678;678;JPEIGLSP Index;11-2010;2010-11-30;321,67;Nov;11;2010;0,9334411;-0,0665589
666;666;JPEIGLSP Index;10-2010;2010-10-29;304,86;Oct;10;2010;1,0551401;0,055140138
654;654;JPEIGLSP Index;09-2010;2010-09-30;317,18;Sep;9;2010;0,9611577;-0,03884232
642;642;JPEIGLSP Index;08-2010;2010-08-31;325,64;Aug;8;2010;0,9740203;-0,025979698
630;630;JPEIGLSP Index;07-2010;2010-07-30;363,09;Jul;7;2010;0,89685756;-0,10314244
618;618;JPEIGLSP Index;06-2010;2010-06-30;363,26;Jun;6;2010;0,999532;-0,00046801567
606;606;JPEIGLSP Index;05-2010;2010-05-31;369,62;May;5;2010;0,98279315;-0,017206848
594;594;JPEIGLSP Index;04-2010;2010-04-30;274,4;Apr;4;2010;1,3470117;0,3470117
582;582;JPEIGLSP Index;03-2010;2010-03-31;261,33;Mar;3;2010;1,0500134;0,050013423
537;537;DXY Index;10-2021;2021-10-20;94,516;Oct;10;2021;;
525;525;DXY Index;09-2021;2021-09-30;94,338;Sep;9;2021;1,0018868;0,0018868446
513;513;DXY Index;08-2021;2021-08-31;93,568;Aug;8;2021;1,0082293;0,008229256
501;501;DXY Index;07-2021;2021-07-30;92,973;Jul;7;2021;1,0063998;0,0063997507
489;489;DXY Index;06-2021;2021-06-30;92,225;Jun;6;2021;1,0081106;0,008110642
477;477;DXY Index;05-2021;2021-05-31;91,308;May;5;2021;1,0100429;0,010042906
465;465;DXY Index;04-2021;2021-04-30;93,232;Apr;4;2021;0,97936326;-0,020636737
453;453;DXY Index;03-2021;2021-03-31;93,297;Mar;3;2021;0,99930334;-0,0006966591
441;441;DXY Index;02-2021;2021-02-26;91,529;Feb;2;2021;1,0193163;0,019316316
430;430;DXY Index;01-2021;2021-01-29;90,772;Jan;1;2021;1,0083395;0,008339524
559;559;DXY Index;12-2020;2020-12-31;91,869;Dec;12;2020;0,9880591;-0,0119408965
548;548;DXY Index;11-2020;2020-11-30;94,129;Nov;11;2020;0,9759905;-0,024009526
536;536;DXY Index;10-2020;2020-10-30;93,955;Oct;10;2020;1,0018519;0,0018519163
524;524;DXY Index;09-2020;2020-09-30;94,642;Sep;9;2020;0,9927411;-0,007258892
512;512;DXY Index;08-2020;2020-08-31;93,628;Aug;8;2020;1,01083;0,010830045
500;500;DXY Index;07-2020;2020-07-31;97,391;Jul;7;2020;0,96136194;-0,038638055
488;488;DXY Index;06-2020;2020-06-30;98,344;Jun;6;2020;0,9903095;-0,009690523
476;476;DXY Index;05-2020;2020-05-29;99,933;May;5;2020;0,9840994;-0,015900612
464;464;DXY Index;04-2020;2020-04-30;99,955;Apr;4;2020;0,9997799;-0,00022011995
452;452;DXY Index;03-2020;2020-03-31;99,575;Mar;3;2020;1,0038162;0,003816247
440;440;DXY Index;02-2020;2020-02-28;99,865;Feb;2;2020;0,99709606;-0,0029039383
429;429;DXY Index;01-2020;2020-01-31;98,018;Jan;1;2020;1,0188435;0,018843532
558;558;DXY Index;12-2019;2019-12-31;98,273;Dec;12;2019;0,9974051;-0,0025948882
547;547;DXY Index;11-2019;2019-11-29;98,373;Nov;11;2019;0,9989835;-0,0010164976
535;535;DXY Index;10-2019;2019-10-31;99,377;Oct;10;2019;0,9898971;-0,010102928
523;523;DXY Index;09-2019;2019-09-30;99,132;Sep;9;2019;1,0024714;0,002471447
511;511;DXY Index;08-2019;2019-08-30;98,516;Aug;8;2019;1,0062529;0,006252885
499;499;DXY Index;07-2019;2019-07-31;98,05;Jul;7;2019;1,0047526;0,004752636
487;487;DXY Index;06-2019;2019-06-28;97,75;Jun;6;2019;1,003069;0,0030690432
475;475;DXY Index;05-2019;2019-05-31;98,144;May;5;2019;0,9959855;-0,004014492
463;463;DXY Index;04-2019;2019-04-30;98,203;Apr;4;2019;0,9993991;-0,0006008744
451;451;DXY Index;03-2019;2019-03-29;97,667;Mar;3;2019;1,005488;0,005488038
439;439;DXY Index;02-2019;2019-02-28;97,129;Feb;2;2019;1,0055391;0,0055390596
428;428;DXY Index;01-2019;2019-01-31;96,819;Jan;1;2019;1,0032018;0,0032018423
557;557;DXY Index;12-2018;2018-12-31;97,443;Dec;12;2018;0,99359626;-0,006403744
546;546;DXY Index;11-2018;2018-11-30;97,542;Nov;11;2018;0,99898505;-0,0010149479
534;534;DXY Index;10-2018;2018-10-31;97,011;Oct;10;2018;1,0054736;0,0054736137
522;522;DXY Index;09-2018;2018-09-28;95,439;Sep;9;2018;1,0164713;0,016471267
510;510;DXY Index;08-2018;2018-08-31;96,731;Aug;8;2018;0,9866434;-0,013356626
498;498;DXY Index;07-2018;2018-07-31;95,164;Jul;7;2018;1,0164664;0,01646638
486;486;DXY Index;06-2018;2018-06-29;95,312;Jun;6;2018;0,99844724;-0,0015527606
474;474;DXY Index;05-2018;2018-05-31;94,82;May;5;2018;1,0051887;0,0051887035
462;462;DXY Index;04-2018;2018-04-30;91,561;Apr;4;2018;1,0355937;0,035593748
450;450;DXY Index;03-2018;2018-03-30;90,613;Mar;3;2018;1,010462;0,010462046
438;438;DXY Index;02-2018;2018-02-28;90,442;Feb;2;2018;1,0018907;0,0018906593
427;427;DXY Index;01-2018;2018-01-31;92,528;Jan;1;2018;0,9774555;-0,022544503
556;556;DXY Index;12-2017;2017-12-29;94,101;Dec;12;2017;0,98328394;-0,016716063
545;545;DXY Index;11-2017;2017-11-30;94,941;Nov;11;2017;0,99115235;-0,008847654
533;533;DXY Index;10-2017;2017-10-31;94,916;Oct;10;2017;1,0002635;0,00026345253
521;521;DXY Index;09-2017;2017-09-29;93,361;Sep;9;2017;1,0166558;0,016655803
509;509;DXY Index;08-2017;2017-08-31;93,853;Aug;8;2017;0,9947578;-0,0052422285
497;497;DXY Index;07-2017;2017-07-31;96,29;Jul;7;2017;0,974691;-0,025309026
485;485;DXY Index;06-2017;2017-06-30;97,76;Jun;6;2017;0,9849632;-0,015036821
473;473;DXY Index;05-2017;2017-05-31;99,669;May;5;2017;0,98084664;-0,019153357
461;461;DXY Index;04-2017;2017-04-28;99,977;Apr;4;2017;0,99691933;-0,003080666
449;449;DXY Index;03-2017;2017-03-31;99,998;Mar;3;2017;0,99978995;-0,00021004677
437;437;DXY Index;02-2017;2017-02-28;99,907;Feb;2;2017;1,0009109;0,0009108782
426;426;DXY Index;01-2017;2017-01-31;103,21;Jan;1;2017;0,96799725;-0,032002747
555;555;DXY Index;12-2016;2016-12-30;103,3;Dec;12;2016;0,9991287;-0,0008713007
544;544;DXY Index;11-2016;2016-11-30;99,06;Nov;11;2016;1,0428025;0,042802453
532;532;DXY Index;10-2016;2016-10-31;98,888;Oct;10;2016;1,0017393;0,0017392635
520;520;DXY Index;09-2016;2016-09-30;96,108;Sep;9;2016;1,0289258;0,028925776
508;508;DXY Index;08-2016;2016-08-31;96,401;Aug;8;2016;0,99696064;-0,00303936
496;496;DXY Index;07-2016;2016-07-29;97,467;Jul;7;2016;0,98906296;-0,010937035
484;484;DXY Index;06-2016;2016-06-30;96,544;Jun;6;2016;1,0095605;0,009560466
472;472;DXY Index;05-2016;2016-05-31;95,571;May;5;2016;1,010181;0,01018095
460;460;DXY Index;04-2016;2016-04-29;95,116;Apr;4;2016;1,0047836;0,0047836304
448;448;DXY Index;03-2016;2016-03-31;98,352;Mar;3;2016;0,96709776;-0,03290224
436;436;DXY Index;02-2016;2016-02-29;99,606;Feb;2;2016;0,98741037;-0,012589633
425;425;DXY Index;01-2016;2016-01-29;99,574;Jan;1;2016;1,0003214;0,00032138824
554;554;DXY Index;12-2015;2015-12-31;99,993;Dec;12;2015;0,99580973;-0,004190266
543;543;DXY Index;11-2015;2015-11-30;99,803;Nov;11;2015;1,0019037;0,0019036531
531;531;DXY Index;10-2015;2015-10-30;97,782;Oct;10;2015;1,0206685;0,020668507
519;519;DXY Index;09-2015;2015-09-30;96,405;Sep;9;2015;1,0142835;0,014283538
507;507;DXY Index;08-2015;2015-08-31;97,958;Aug;8;2015;0,98414624;-0,015853763
495;495;DXY Index;07-2015;2015-07-31;98,029;Jul;7;2015;0,99927574;-0,00072425604
483;483;DXY Index;06-2015;2015-06-30;97,392;Jun;6;2015;1,0065405;0,006540537
471;471;DXY Index;05-2015;2015-05-29;97,371;May;5;2015;1,0002156;0,0002156496
459;459;DXY Index;04-2015;2015-04-30;99,49;Apr;4;2015;0,9787014;-0,021298587
447;447;DXY Index;03-2015;2015-03-31;99,795;Mar;3;2015;0,9969437;-0,0030562878
435;435;DXY Index;02-2015;2015-02-27;95,292;Feb;2;2015;1,0472547;0,04725468
424;424;DXY Index;01-2015;2015-01-30;94,802;Jan;1;2015;1,0051687;0,0051686764
553;553;DXY Index;12-2014;2014-12-31;90,19;Dec;12;2014;1,0511365;0,051136494
542;542;DXY Index;11-2014;2014-11-28;88,31;Nov;11;2014;1,0212888;0,021288753
530;530;DXY Index;10-2014;2014-10-31;86,694;Oct;10;2014;1,0186403;0,01864028
518;518;DXY Index;09-2014;2014-09-30;85,64;Sep;9;2014;1,0123073;0,012307286
506;506;DXY Index;08-2014;2014-08-29;82,65;Aug;8;2014;1,0361767;0,03617668
